 0.000   1.44538400e-02
 0.031   1.44602700e-02
 0.061   1.44646700e-02
 0.092   1.44291900e-02
 0.123   1.43104300e-02
 0.153   1.40814400e-02
 0.184   1.37524500e-02
 0.215   1.33855700e-02
 0.245   1.30971000e-02
 0.276   1.30362200e-02
 0.307   1.33319900e-02
 0.337   1.40273600e-02
 0.368   1.50476500e-02
 0.399   1.62271200e-02
 0.430   1.73632200e-02
 0.460   1.82618000e-02
 0.491   1.87643900e-02
 0.522   1.87652600e-02
 0.552   1.82264400e-02
 0.583   1.71969700e-02
 0.614   1.58418300e-02
 0.644   1.44805200e-02
 0.675   1.35991200e-02
 0.706   1.37094100e-02
 0.736   1.50013900e-02
 0.767   1.71811200e-02
 0.798   1.97220200e-02
 0.828   2.21197100e-02
 0.859   2.39633900e-02
 0.890   2.49302300e-02
 0.920   2.47740000e-02
 0.951   2.33215400e-02
 0.982   2.04758100e-02
 1.012   1.62272500e-02
 1.043   1.07043100e-02
 1.074   4.72317900e-03
 1.104   6.30522500e-03
 1.135   1.46934500e-02
 1.166   2.42332600e-02
 1.197   3.42267700e-02
 1.227   4.43192700e-02
 1.258   5.42224100e-02
 1.289   6.37029500e-02
 1.319   7.25970500e-02
 1.350   8.08261300e-02
 1.381   8.84069900e-02
 1.411   9.54510300e-02
 1.442   1.02148200e-01
 1.473   1.08733600e-01
 1.503   1.15438400e-01
 1.534   1.22436200e-01
 1.565   1.29797300e-01
 1.595   1.37467600e-01
 1.626   1.45279000e-01
 1.657   1.52990400e-01
 1.687   1.60351800e-01
 1.718   1.67182400e-01
 1.749   1.73452500e-01
 1.779   1.79363100e-01
 1.810   1.85406100e-01
 1.841   1.92380600e-01
 1.871   2.01332300e-01
 1.902   2.13387300e-01
 1.933   2.29505400e-01
 1.963   2.50236800e-01
 1.994   2.75586800e-01
 2.025   3.05027500e-01
 2.056   3.37611700e-01
 2.086   3.72114100e-01
 2.117   4.07154200e-01
 2.148   4.41288600e-01
 2.178   4.73079900e-01
 2.209   5.01150200e-01
 2.240   5.24226100e-01
 2.270   5.41179400e-01
 2.301   5.51063000e-01
 2.332   5.53141400e-01
 2.362   5.46917400e-01
 2.393   5.32151300e-01
 2.424   5.08874400e-01
 2.454   4.77396700e-01
 2.485   4.38310900e-01
 2.516   3.92498500e-01
 2.546   3.41151300e-01
 2.577   2.85842600e-01
 2.608   2.28745500e-01
 2.638   1.73314000e-01
 2.669   1.26423400e-01
 2.700   1.02716200e-01
 2.730   1.15657800e-01
 2.761   1.52998600e-01
 2.792   1.97577800e-01
 2.823   2.41404300e-01
 2.853   2.81015000e-01
 2.884   3.14642200e-01
 2.915   3.41289200e-01
 2.945   3.60414600e-01
 2.976   3.71804400e-01
 3.007   3.75508600e-01
 3.037   3.71798900e-01
 3.068   3.61134700e-01
 3.099   3.44130100e-01
 3.129   3.21522800e-01
 3.160   2.94142100e-01
 3.191   2.62879500e-01
 3.221   2.28660500e-01
 3.252   1.92420900e-01
 3.283   1.55088300e-01
 3.313   1.17576200e-01
 3.344   8.08154600e-02
 3.375   4.59918700e-02
 3.405   1.75487700e-02
 3.436   2.60638400e-02
 3.467   5.18957400e-02
 3.497   7.59177600e-02
 3.528   9.64787700e-02
 3.559   1.13119800e-01
 3.590   1.25642000e-01
 3.620   1.33989700e-01
 3.651   1.38224200e-01
 3.682   1.38514300e-01
 3.712   1.35131200e-01
 3.743   1.28443600e-01
 3.774   1.18911200e-01
 3.804   1.07077800e-01
 3.835   9.35644400e-02
 3.866   7.90667300e-02
 3.896   6.43643200e-02
 3.927   5.03608300e-02
 3.958   3.81857700e-02
 3.988   2.93271700e-02
 4.019   2.52287000e-02
 4.050   2.54954800e-02
 4.080   2.75667300e-02
 4.111   2.91387000e-02
 4.142   2.90722300e-02
 4.172   2.70763700e-02
 4.203   2.35788500e-02
 4.234   2.01333000e-02
 4.264   2.00674200e-02
 4.295   2.59732100e-02
 4.326   3.64252000e-02
 4.357   4.92046600e-02
 4.387   6.29237200e-02
 4.418   7.66632700e-02
 4.449   8.97129000e-02
 4.479   1.01485200e-01
 4.510   1.11495400e-01
 4.541   1.19361500e-01
 4.571   1.24811100e-01
 4.602   1.27687500e-01
 4.633   1.27952900e-01
 4.663   1.25689300e-01
 4.694   1.21095100e-01
 4.725   1.14479900e-01
 4.755   1.06256700e-01
 4.786   9.69351400e-02
 4.817   8.71138200e-02
 4.847   7.74710400e-02
 4.878   6.87408700e-02
 4.909   6.16450500e-02
 4.939   5.67404500e-02
 4.970   5.42002400e-02
 5.001   5.36890200e-02
 5.031   5.44968000e-02
 5.062   5.58359900e-02
 5.093   5.70680100e-02
 5.123   5.77802800e-02
 5.154   5.77711000e-02
 5.185   5.70050300e-02
 5.216   5.55661600e-02
 5.246   5.36154900e-02
 5.277   5.13517600e-02
 5.308   4.89741700e-02
 5.338   4.66484300e-02
 5.369   4.44802000e-02
 5.400   4.25026300e-02
 5.430   4.06826200e-02
 5.461   3.89445300e-02
 5.492   3.72035400e-02
 5.522   3.53982000e-02
 5.553   3.35146100e-02
 5.584   3.15984000e-02
 5.614   2.97532700e-02
 5.645   2.81239500e-02
 5.676   2.68612100e-02
 5.706   2.60721800e-02
 5.737   2.57729200e-02
 5.768   2.58708100e-02
 5.798   2.61896000e-02
 5.829   2.65198100e-02
 5.860   2.66660500e-02
 5.890   2.64765400e-02
 5.921   2.58556700e-02
 5.952   2.47661900e-02
 5.983   2.32264700e-02
 6.013   2.13060000e-02
 6.044   1.91208400e-02
 6.075   1.68295100e-02
 6.105   1.46281300e-02
 6.136   1.27368900e-02
 6.167   1.13589100e-02
 6.197   1.05951200e-02
 6.228   1.03630000e-02
 6.259   1.04232400e-02
 6.289   1.05014800e-02
 6.320   1.03833800e-02
 6.351   9.94205300e-03
 6.381   9.13342400e-03
 6.412   7.99246600e-03
 6.443   6.65186800e-03
 6.473   5.41475100e-03
 6.504   4.86324200e-03
 6.535   5.53466200e-03
 6.565   7.19881300e-03
 6.596   9.30827700e-03
 6.627   1.15091700e-02
 6.657   1.36017500e-02
 6.688   1.54613300e-02
 6.719   1.70051600e-02
 6.750   1.81800400e-02
 6.780   1.89569100e-02
 6.811   1.93277100e-02
 6.842   1.93026900e-02
 6.872   1.89076500e-02
